Variable,Session_Title,N,Mean,Std,Min,Max,Median,P_Value,Test_Type,Significant
Braking Net Impulse,Load/Explode Day 1-Advanced Rotation Athletes,87554,85.68,25.7,29.13,188.61,80.33,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Explode Day 1-Beginner,856,63.51,7.3,56.61,83.83,61.04,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Explode Day 1-Intermediate,9547,76.17,29.0,24.65,128.18,66.61,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Explode Day 2,238345,86.17,22.13,29.13,188.61,85.45,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Explode Day 2 Jump Athletes,22192,100.05,16.01,40.08,121.77,104.34,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Explode Day 2 Rotation Athletes,85154,85.26,25.57,29.13,188.61,80.13,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Explode Day 2-Beginner,936,64.57,8.07,56.61,83.83,61.04,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Explode Day 2-Intermediate,8492,75.85,29.19,24.65,128.18,64.4,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Explode Day 3,88307,87.3,22.37,40.08,153.27,80.68,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Explode Day 3 Jump Athletes,26984,98.73,16.46,41.6,121.77,104.34,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Explode Day 3 Rotation Athletes,75202,88.11,24.08,45.85,188.61,81.18,0.0,Kruskal-Wallis,***
Braking Net Impulse,Load/Explode Day 3-Intermediate,1200,115.65,8.18,99.58,128.18,115.39,0.0,Kruskal-Wallis,***
Braking Net Impulse,Medball Circuit Day 1,17953,100.75,16.84,58.34,130.11,106.41,0.0,Kruskal-Wallis,***
Braking Net Impulse,Warm UP,1360625,85.28,22.95,24.65,160.6,84.5,0.0,Kruskal-Wallis,***
Braking Net Impulse,Week 1 Day 1,2436,60.68,3.23,56.61,65.54,60.28,0.0,Kruskal-Wallis,***
Braking Net Impulse,Week 1 Day 4,448,37.5,4.08,29.13,43.81,37.21,0.0,Kruskal-Wallis,***
Braking Net Impulse,Week 1 Day 7,448,37.5,4.08,29.13,43.81,37.21,0.0,Kruskal-Wallis,***
Braking Net Impulse,Week 2 Day 6,448,37.5,4.08,29.13,43.81,37.21,0.0,Kruskal-Wallis,***
Braking Net Impulse,Week 3 Day 4,448,37.5,4.08,29.13,43.81,37.21,0.0,Kruskal-Wallis,***
Braking Net Impulse,Week 3 Day 6,448,37.5,4.08,29.13,43.81,37.21,0.0,Kruskal-Wallis,***
Braking Net Impulse,Week 4 Day 7,448,37.5,4.08,29.13,43.81,37.21,0.0,Kruskal-Wallis,***
